vehicle_id,charge_start_time,charge_end_time,mileage,charge_start_soc,charge_end_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy,dy
12,20180114223959,20180115045146,116281,7.2,32.4,315,367.2,-9.7,-8.4,8,4,19.282,
12,20180115092428,20180115100842,116342,18.8,33.2,334.8,369.2,-20,-11.7,13,3,11.733,
12,20180115122511,20180115140511,116388,21.2,28,339,355.6,-8.8,-9.1,11,6,5.282,
12,20180115153621,20180115162421,116422,18.8,33.6,333.8,369.6,-5.6,-11.5,16,6,12.258,
12,20180115213410,20180116053347,116530,4.8,36.8,278.3,374.6,-4.7,-7.4,13,4,24.839,
12,20180116101215,20180116104426,116587,19.6,31.6,341,368.4,-63.8,-29.9,12,4,9.721,
12,20180116122946,20180116134855,116622,24,29.2,345.9,361.1,-3.8,-8.9,12,8,4.153,
12,20180116233215,20180117022031,116648,21.6,31.2,345,368.8,-7.1,-5.7,6,1,7.887,
12,20180117085015,20180117093622,116683,20,33.2,337.5,369.8,-26.2,-11.8,9,1,10.828,
12,20180117124025,20180117143944,116735,20.8,28.8,345.1,363.8,-9.1,-8.6,10,5,6.267,
12,20180117163705,20180117172414,116791,16.4,31.2,335.5,370.1,-15.6,-11.5,16,8,12.148,
12,20180117205044,20180118023850,116874,10.8,33.6,326.1,374.4,-7.7,-8.5,13,3,18.239,
12,20180118110336,20180118122543,116949,11.6,35.6,320.8,374.3,-6.2,-16.3,15,3,19.636,
12,20180119002357,20180119003957,116955,33.6,34.4,364.2,368.7,-5,-5.5,5,1,0.742,
12,20180119095629,20180119105300,117026,11.2,32.4,321.2,370.8,-4.3,-29.8,14,2,16.95,
12,20180119124650,20180119142849,117062,22.8,29.6,348.7,367.3,-2.6,-8.4,13,9,5.348,
12,20180119164539,20180119172413,117114,21.6,32,345.3,370.4,-24,-16,16,10,8.602,
12,20180119212022,20180120023829,117216,7.6,28.8,321.1,367.1,-9.6,-8.7,13,4,16.715,
12,20180120115329,20180120130739,117284,14,18.8,331,343.4,-3.1,-9.3,6,3,3.682,
12,20180120173516,20180120175039,117329,8.8,15.2,322.7,344.8,-8.1,-59.1,9,6,5.08,
12,20180120234054,20180121042834,117335,15.6,32,333,368.8,-7.5,-5,6,2,13.241,
12,20180121125326,20180121135934,117397,12,30.8,329.8,371.5,-11.1,-11.9,13,3,15.298,
12,20180122092839,20180122102709,117468,17.2,33.6,331.9,371,-14.2,-16,11,1,13.485,
12,20180122124658,20180122141358,117525,20.4,26,341.8,357.5,-4.3,-9,9,5,4.563,
12,20180122161538,20180122171147,117560,20,32.8,344.5,371.8,-42.8,-9.7,13,5,10.387,
12,20180123010549,20180123051428,117619,15.2,29.6,332.5,368.4,-7.6,-7.1,2,-4,11.505,
12,20180123092920,20180123104056,117653,16.8,31.6,330.9,367.5,-15.8,-10.8,6,-4,12.209,
12,20180123122326,20180123145405,117682,24,32.8,344.2,368.6,-2.1,-7.9,5,0,7.1,
12,20180123194004,20180123234603,117734,17.6,32,334.3,367.1,-7.9,-7.9,4,-3,11.363,
12,20180124094920,20180124105730,117796,9.2,32.4,319,369.2,-16.2,-16.1,12,-2,18.663,
12,20180124162957,20180124172719,117831,22,33.6,347.3,374.6,-24.3,-16.1,9,2,9.689,
12,20180125085710,20180125100130,117872,20.4,31.6,337.7,367.6,-22.3,-9.5,3,-4,9.365,
12,20180125122234,20180125131054,117921,14.4,29.6,333.8,370.2,-8.8,-15.7,10,0,12.167,
12,20180125131744,20180125142044,117924,28.8,32.8,365.7,374.3,-8.4,-8.4,10,3,3.268,
12,20180125164854,20180125172434,117972,23.2,33.6,341.5,369.5,-11.4,-11.7,11,2,8.665,
12,20180125211233,20180126043959,118057,7.6,33.6,308.1,368.6,-1.4,-5.6,10,-3,20.17,
12,20180126091620,20180126102210,118108,14.4,32.4,327.3,369.1,-3.7,-12.2,9,-3,14.459,
12,20180127093159,20180127102521,118205,22.4,31.6,340.5,368.2,-8.7,-12.1,2,-4,7.442,
12,20180127124602,20180127133952,118260,15.2,18.4,327.9,337,-1.4,-7.9,4,0,2.363,
12,20180128001154,20180128051452,118267,13.6,31.2,329.9,368.8,-5.3,-4.2,0,-4,13.802,
12,20180128123534,20180128123954,118328,12,12.4,321.7,324.8,-1.4,-7.9,1,-1,0.18,
12,20180128133534,20180128145904,118331,14.4,32.8,328.2,369.2,-4.4,-7.8,8,-1,15.067,
12,20180128194220,20180129025116,118425,8.4,28,318.9,364.6,-9.6,-7.9,8,0,21.735,
12,20180129091032,20180129100206,118477,15.6,32.8,330,369.6,-17.1,-11.7,11,1,13.873,
12,20180130010851,20180130060850,118537,14.4,31.6,329.6,368.8,-5.1,-4.3,4,0,13.684,
12,20180130101445,20180130111602,118633,7.2,31.2,313.2,366.8,-16.6,-19.5,17,5,18.927,
12,20180130123942,20180130140212,118655,26,31.2,348.6,364.3,-2.9,-8.4,15,10,4.357,
12,20180130155841,20180130163301,118696,22.8,33.6,343.4,370.3,-20,-15.9,17,9,8.982,
12,20180130202911,20180131025250,118776,12,37.2,322.3,374.7,-1.7,-4.4,13,5,19.933,
12,20180131090747,20180131094632,118821,22,33.2,340.6,369.4,-26.7,-11.8,11,2,9.205,
12,20180131233339,20180201021625,118867,21.2,30.8,343.7,368.2,-7,-7.9,4,0,7.652,
12,20180201101624,20180201111537,118937,8.8,32,318.5,369.5,-11.3,-25.3,15,3,18.524,
12,20180201140023,20180201154013,118976,22.4,28.8,346.6,363.9,-8.5,-8.4,13,8,5.266,
12,20180201173113,20180201180245,119024,16.4,28.4,335.7,368.1,-8.9,-29.7,17,8,9.847,
12,20180201205225,20180202021941,119091,15.2,36.4,330.1,374.6,-9.3,-6,13,4,16.984,
12,20180202091509,20180202100459,119138,18,30.8,337.8,370.4,-16.3,-11.5,10,1,10.626,
12,20180203014609,20180203033508,119203,18,24.4,339.3,353.4,-7.9,-7.9,1,-3,4.97,
12,20180203095928,20180203105628,119244,16,32,331.2,369.2,-14.7,-16.1,8,-2,13.143,
12,20180204022220,20180204063939,119300,16.4,31.2,330.7,368.7,-2,-6.1,0,-4,11.882,
12,20180204090238,20180204095621,119332,20.4,31.6,336.3,366.8,-14.9,-10.7,5,-3,9.257,
12,20180204125312,20180204153632,119399,16.8,26.8,330.9,353.7,-7.5,-8.9,7,2,7.845,
12,20180204174942,20180204182452,119461,10.4,26,318.6,360.6,-1.9,-65.7,14,6,12.296,
12,20180204210702,20180205035648,119543,6.4,34,305.2,369.6,-9.7,-7.9,14,2,21.32,
12,20180205091329,20180205100139,119600,14,31.2,327.8,367.9,-20.6,-25.5,13,1,13.828,
12,20180205124619,20180205144239,119659,14.8,22.4,331.2,350.3,-3.7,-8.8,10,4,6.108,
12,20180205155348,20180205165308,119692,15.2,32,337.1,371.1,-64.6,-15.9,15,5,13.851,
12,20180205233713,20180206054439,119770,7.2,28.4,324.8,368.8,-7.9,-3.6,7,-2,16.586,
12,20180206091946,20180206101216,119825,13.6,32.8,325.7,370.3,-5.8,-25.9,13,0,15.18,
12,20180206201021,20180207005227,119873,16,32,333,368.9,-7.9,-3.3,5,1,12.769,
12,20180207092146,20180207100341,119923,16.8,31.6,333,368.8,-31.1,-24,10,1,12.121,
12,20180207120728,20180207125028,119959,21.2,24,343.7,353,-2.2,-9,9,5,2.248,
12,20180207201306,20180208014742,120085,9.6,31.2,328.5,374.7,-9,-8.4,12,3,17.326,
12,20180208094807,20180208103637,120140,15.2,32.4,334.2,369.7,-58.8,-25.5,12,0,13.734,
12,20180208131737,20180208132737,120208,14.4,15.2,327,331.1,-1.2,-9.4,11,5,0.512,
12,20180208133657,20180208142127,120208,15.2,18.4,330.9,337.2,-9.3,-9.3,10,5,2.314,
12,20180208153707,20180208170337,120234,10.4,35.6,320.6,373,-24.4,-10.9,19,7,20.421,
12,20180208211030,20180209002828,120283,21.6,34,345.2,374.5,-9,-8.5,12,3,10.308,
12,20180209100202,20180209100353,120353,14.4,15.2,332.7,338.7,-63.8,-63.7,6,2,0.661,
12,20180209182410,20180209185148,120415,16.4,28,335.3,365,-24.9,-25.4,12,3,9.273,
12,20180209214028,20180210012945,120461,16.8,32,337.3,369.9,-9.3,-8.3,9,2,12.003,
12,20180210081126,20180210095025,120474,24.4,30,350.5,369,-6.3,-4.1,1,-4,4.536,
12,20180210193640,20180210201130,120480,30.4,40,362.2,368.3,-7.9,-0.5,-1,-2,1.663,
12,20180211052839,20180211071849,120500,26,32.4,347.2,368.6,-7.9,-6.2,-1,-4,5.205,
12,20180211121837,20180211144756,120535,20.4,29.2,343.2,366.6,-7.9,-7.9,3,-1,6.987,
12,20180211194702,20180212024028,120611,9.2,33.6,317.2,368.8,-2.4,-4.1,6,0,18.955,
12,20180212091306,20180212100045,120651,19.6,33.2,341,369.8,-55.7,-10.5,9,0,10.98,
12,20180212130206,20180212162925,120700,21.2,34.4,343.8,374.8,-9,-8.5,10,6,10.875,
12,20180213215509,20180213234248,120734,26.4,32.8,348.3,368.7,-1.7,-6.9,5,3,5.107,
12,20180214183002,20180214190242,120738,32,33.6,366.6,369,-7.9,-3,4,3,1.241,
12,20180215131401,20180215185010,120828,9.2,31.2,327.9,374.5,-1.3,-7.2,10,4,17.485,
12,20180219141727,20180219143217,120856,31.2,32,366,367.9,-7.8,-7.8,5,3,0.708,
12,20180220235105,20180221001722,120865,30.8,32.4,361.2,367.3,-7.8,-7.9,4,3,1.263,
12,20180222092426,20180222100116,120916,18.4,32,333.5,370.3,-7.8,-29.8,10,1,11.177,
12,20180222130616,20180222153536,120968,20,29.6,340.2,364.9,-2.9,-8.6,13,9,7.79,
12,20180222190624,20180222214813,121035,17.6,28,337.5,361.7,-9.3,-8.8,12,8,8.562,
12,20180223180427,20180223181257,121116,12,16,330.8,346.6,-8.5,-64.7,12,9,3.092,
12,20180223201513,20180224012810,121135,37,88,331.6,374.7,-8.9,-7.5,13,8,16.356,
12,20180224133714,20180224161333,121189,62,86,353.8,374.7,-9.1,-8.6,9,6,8.235,
12,20180224200058,20180224202248,121284,32,36,327.4,333,-9.4,-9.5,9,6,1.143,
12,20180224203048,20180225015914,121285,35,88,331.2,374.6,-4.4,-4.6,9,4,16.992,
12,20180225115107,20180225123837,121299,75,82,359.5,368.9,-4.8,-6.6,2,0,2.276,
12,20180225130437,20180225135607,121310,77,83,362.1,369.1,-7.9,-3.1,4,2,2.115,
12,20180225195215,20180225210305,121421,13,26,320.5,334,-9.3,-9.7,11,7,3.758,
12,20180225211705,20180226024201,121423,25,78,331.3,374.5,-2.2,-7.4,10,5,16.982,
12,20180226210637,20180227035234,121526,13,80,319.5,374.6,-9.6,-6,10,5,21.191,
12,20180227111347,20180227115042,121599,38,78,331.9,367.3,-31.3,-29.9,15,5,12.582,
12,20180301122319,20180301143309,121873,30,52,331,350.6,-9.3,-8.8,10,6,6.776,
12,20180301155439,20180301164312,121903,38,75,338.1,371.5,-31.1,-16.2,16,8,12.3,
12,20180301222651,20180302024108,122013,35,76,338.9,372.9,-9.1,-8.6,13,7,13.36,
12,20180302091842,20180302101122,122078,38,78,334.1,370.5,-25.6,-15.8,15,5,12.943,
12,20180302134753,20180302145223,122159,41,86,335,374.7,-18.2,-16.1,19,10,14.651,
12,20180302185004,20180302223844,122234,47,84,341.3,374.6,-1,-6.7,17,10,12.02,
12,20180304234145,20180305001753,122245,84,90,367.9,374.7,-8.3,-7,8,6,1.876,
12,20180305123056,20180305152155,122318,49,76,339.9,367.8,-6.7,-8.6,11,6,8.936,
12,20180305203818,20180305234927,122372,50,81,340.4,370.1,-1.3,-8.6,11,7,9.991,
12,20180307011623,20180307050312,122442,47,80,336.3,368.6,-5.1,-6.1,5,2,10.55,
12,20180307125113,20180307131333,122515,28,32,334.9,337.1,-9.5,-9.5,7,4,1.188,
12,20180307161119,20180307171705,122550,22,73,326.6,370.9,-3.6,-11.9,16,6,16.489,
12,20180307222223,20180308010219,122614,51,76,351.5,372.9,-9,-8.5,12,6,8.479,
12,20180308185611,20180308190643,122706,23,34,329.6,344.3,-31.6,-57.2,9,7,3.57,
12,20180308205545,20180309021502,122722,33,85,330.7,373.1,-9.3,-8.4,11,6,16.645,
12,20180309104922,20180309112725,122816,35,75,329.1,365.7,-31.6,-29.9,15,6,12.815,
12,20180309141411,20180309145801,122829,61,82,352.6,374.7,-13.1,-16.1,15,10,7.029,
12,20180310013059,20180310021139,122839,85,91,368,374.9,-8.4,-8.4,9,5,2.117,
12,20180310132439,20180310144339,122937,32,46,330.1,343.2,-1.3,-9.3,15,10,4.134,
12,20180310152139,20180310155058,122940,50,75,345.6,370.2,-15.1,-15.6,19,12,8.388,
12,20180311014235,20180311033515,123086,65,83,359.9,373.7,-8.8,-8.3,15,9,5.869,
12,20180312101343,20180312103513,123306,46,70,342.3,365.8,-64.6,-29.9,15,8,8.07,
12,20180312122933,20180312133053,123350,49,59,340.1,351.5,-1.3,-9.1,15,12,3.178,
12,20180312195701,20180313004808,123416,41,88,333.9,374.7,-3.4,-8.3,16,11,15.24,
12,20180313122207,20180313133446,123523,33,45,329.7,340.6,-8.7,-9.3,16,12,3.793,
12,20180313150917,20180313154657,123557,36,76,330.4,368.1,-14.6,-30,25,15,13.11,
12,20180314011132,20180314043111,123633,54,86,347.6,373.1,-9.3,-8.3,18,14,10.458,
12,20180314121443,20180314132743,123733,38,50,333,344.9,-9.2,-9.3,18,14,3.839,
12,20180314152623,20180314155913,123764,42,76,335.5,368.9,-10,-29.9,23,16,11.003,
12,20180314195212,20180314195302,123863,34,34,331.2,331.8,-8.3,-9.3,19,17,0.042,
12,20180314204002,20180315013022,123864,39,86,336.2,374.8,-9.1,-8.2,20,16,15.184,
12,20180315121954,20180315134234,123944,45,59,338.5,351.5,-9.2,-9.1,15,12,4.353,
12,20180316013341,20180316050040,123955,55,87,345.7,374.7,-8.8,-6,13,8,10.766,
12,20180316124713,20180316144032,124075,27,46,326.4,342.9,-9.5,-9,13,10,5.982,
12,20180319123655,20180319141425,124758,42,58,335.3,350.8,-9.3,-8.8,18,13,5.144,
12,20180319145205,20180319151025,124762,58,75,353.2,368.3,-64.8,-29.9,21,15,5.836,
12,20180319200135,20180319235045,124826,48,85,338.6,371.8,-3,-8.6,19,14,12,
12,20180320205246,20180321014722,124939,36,83,334.2,372.9,-9.4,-8.4,15,10,15.502,
12,20180321122713,20180321145223,125026,39,63,334.5,355.5,-9.3,-8.8,14,9,7.617,
12,20180321230433,20180322043514,125096,28,82,329.8,374.6,-9.3,-8.4,13,8,17.28,
12,20180322122441,20180322140931,125201,29,47,330.4,346,-9.3,-8.8,17,12,5.498,
12,20180322142801,20180322145101,125204,48,70,350.6,368.8,-64.7,-29.6,22,14,7.445,
12,20180322190752,20180323001919,125299,34,84,332.9,374.5,-9.4,-8.4,22,15,16.281,
12,20180323122525,20180323134223,125428,18,78,324.2,374.1,-11.2,-4.2,24,15,19.561,
12,20180323202208,20180324011617,125550,40,87,334.7,374.6,-9.3,-8.3,22,16,15.409,
12,20180324151017,20180324160627,125681,22,74,332.2,371.2,-64.7,-16.1,30,19,16.873,
12,20180324200405,20180325002621,125776,47,89,338.6,374.6,-9,-8.6,26,19,13.793,
12,20180325180055,20180325183844,125787,86,91,368.4,374.9,-2,-8.3,23,20,1.938,
12,20180326123003,20180326145413,125885,38,62,333.4,354.6,-9.2,-8.8,24,17,7.567,
12,20180327022513,20180327042622,125957,23,44,327.9,345.7,-9.4,-9,21,17,6.382,
12,20180327110041,20180327154840,125971,43,89,337.4,374.9,-9.1,-8.2,23,15,15.071,
12,20180327215029,20180327220050,125973,92,93,372.5,374.8,-8.1,-8.3,22,20,0.533,
12,20180328122503,20180328145202,126088,38,62,332.6,354.5,-0.8,-8.8,28,22,7.707,
12,20180328183450,20180329002826,126158,24,82,328.1,374.7,-9.5,-8.5,27,22,18.583,
12,20180329181840,20180329185509,126172,85,90,367.1,373.6,-2.5,-8.1,20,19,1.889,
12,20180329190829,20180329192219,126173,90,92,372.1,374.9,-8.2,-8.3,20,19,0.714,
12,20180330123835,20180330133715,126285,31,80,329.8,372.3,-8.1,-16.2,25,15,16.015,
12,20180330134505,20180330142615,126288,79,85,369.3,374.7,-8.2,-8.3,25,22,2.12,
12,20180330202338,20180331015914,126422,32,86,329.5,374.7,-5.2,-8.4,23,19,17.539,
12,20180331121815,20180331151234,126511,53,81,343.3,369.1,-1.2,-8.5,25,18,9.128,
12,20180331203634,20180401022640,126636,28,85,328,374.7,-8.8,-8.4,25,19,18.289,
12,20180401114505,20180401141055,126709,56,79,348.1,369.6,-8.4,-8.4,24,18,7.642,
12,20180401194541,20180402013320,126829,25,81,328.3,374.7,-6.8,-8.4,27,22,18.167,
12,20180402123136,20180402145715,126964,26,50,329.1,350.2,-9.3,-8.8,25,20,7.584,
12,20180402150416,20180402152546,126966,49,70,350.1,369.1,-52.3,-30,28,23,6.903,
12,20180402191458,20180402235038,127050,45,89,337.6,374.7,-9,-8.2,28,24,14.449,
12,20180403183139,20180403184649,127169,18,36,318.1,340.1,-7.6,-64.7,16,9,5.394,
12,20180403203230,20180404023206,127180,26,85,326.4,374.8,-9.4,-8.5,14,9,18.902,
12,20180404194832,20180405010608,127361,34,86,331.2,374.5,-9.4,-8.4,13,8,16.617,
12,20180405100202,20180405103412,127429,42,74,334.3,367.6,-14,-29.7,15,6,10.522,
12,20180405113213,20180405140842,127452,67,92,350.6,374.8,-7.4,-8.3,15,9,8.169,
12,20180405201215,20180406024931,127582,20,100,320,374.3,-9.6,-2.3,12,8,20.95,
12,20180406121405,20180406140034,127676,42,60,331.7,349,-4.5,-8.8,13,9,5.615,
12,20180406161830,20180406164212,127735,32,60,326.3,355.2,-31.6,-63.8,18,13,8.625,
12,20180406190752,20180407012908,127801,23,86,322.2,374.7,-8,-8.6,17,10,20.021,
12,20180407130357,20180407130617,127937,23,25,323.9,329.1,-18.5,-38.4,14,12,0.475,
12,20180407130917,20180407142159,127937,25,83,326.3,373.9,-18.5,-16.1,22,12,18.879,
12,20180407173122,20180407194112,127983,66,86,355.8,374.8,-8.6,-8.2,20,16,6.835,
12,20180408194921,20180408234841,128072,50,88,340.9,374.7,-1.2,-8.6,21,16,12.596,
12,20180409124035,20180409140114,128146,65,78,356.6,367.9,-8.9,-8.4,20,16,4.238,
12,20180409201955,20180410015251,128266,27,81,331.2,374.4,-9.4,-8.4,23,18,17.394,
12,20180410120259,20180410143008,128334,56,79,347.5,369.1,-8.1,-8.4,26,19,7.687,
12,20180410200149,20180411022735,128460,22,85,322.8,374.7,-9,-8.6,26,20,20.27,
12,20180411124454,20180411141804,128559,45,60,338.2,352.2,-9.2,-9.1,27,20,4.895,
12,20180411205918,20180412021934,128681,36,88,332.5,374.7,-9.4,-8.4,27,21,16.765,
12,20180412133852,20180412142102,128834,34,77,338.3,370.1,-63.9,-30,31,23,13.335,
12,20180412194922,20180413004518,128937,39,86,335.1,374.2,-9.3,-8.3,27,22,15.506,
12,20180413125000,20180413133830,129070,26,35,324.6,333.7,-9.5,-9.5,19,15,2.548,
12,20180413134650,20180413144430,129073,33,82,332.3,372,-19.4,-16.1,25,15,15.807,
12,20180413193106,20180414012702,129167,29,87,326.2,374.8,-6,-8.5,19,14,18.701,
12,20180414114631,20180414142031,129248,51,75,341.8,366.1,-1.2,-8.5,21,15,8.065,
12,20180414200147,20180415023433,129370,23,87,321.2,374.7,-1.2,-8.2,23,18,20.576,
12,20180415145304,20180415155304,129519,17,73,326.3,370.6,-63.7,-16.3,31,21,18.193,
12,20180415200416,20180416002453,129612,38,80,339,374.7,-8.6,-8.6,26,20,13.708,
12,20180416122750,20180416142240,129695,54,72,344.7,362.7,-8.9,-8.5,24,17,6.05,
12,20180416205603,20180417023049,129786,34,88,329.6,374.7,-8.8,-8.4,25,20,17.503,
12,20180417123641,20180417131011,129909,30,35,330.1,336,-9.3,-9.3,23,20,1.743,
12,20180417131731,20180417141931,129912,34,81,337.6,373.9,-64.6,-16.1,29,20,15.419,
12,20180417193932,20180418012648,130039,24,80,328,374.6,-1.9,-8.4,27,22,18.135,
12,20180418144055,20180418171904,130170,25,51,328.1,350.8,-8.2,-8.9,28,22,8.242,
12,20180418172214,20180418203704,130170,51,82,350.1,374.7,-5.6,-8.3,29,25,10.171,
12,20180419125016,20180419131936,130297,36,41,329.9,335.8,-1.1,-9.3,27,23,1.521,
12,20180419134126,20180419144824,130305,33,84,332.7,374.6,-31.3,-16,33,24,16.568,
12,20180420115353,20180420130743,130537,42,54,334.8,347,-9.2,-9.3,28,24,3.905,
12,20180420150433,20180420154117,130579,35,75,330.7,367.7,-19.6,-30,35,26,12.837,
12,20180420204447,20180421030003,130695,25,86,325.1,374.7,-3.6,-8.5,32,27,19.702,
12,20180421104622,20180421123051,130765,57,74,349.1,366.1,-8.7,-8.4,24,20,5.502,
12,20180421200921,20180422030333,130897,13,81,319.7,374.8,-2.2,-8.2,20,15,21.688,
12,20180422124945,20180422132105,131044,30,35,327,333.2,-9.4,-9.5,18,16,1.639,
12,20180422134156,20180422143110,131051,32,79,330.3,370.8,-31.5,-29.8,25,17,15.235,
12,20180423015641,20180423030321,131057,82,92,365.5,374.8,-8.3,-8.4,17,15,3.46,
12,20180423123146,20180423151045,131147,50,76,342.7,365.7,-9.1,-8.6,22,17,8.341,
12,20180423202745,20180424020604,131265,31,86,330.8,374.5,-9.5,-8.5,23,18,17.845,
12,20180424124943,20180424141023,131378,37,50,332.4,345.6,-1.2,-9.3,25,19,4.239,
12,20180424141923,20180424150222,131381,53,85,345.4,371.9,-44.5,-16.1,30,21,10.619,
12,20180424200853,20180425010009,131486,42,89,334.8,374.7,-1,-8.3,27,21,15.251,
12,20180425121335,20180425142724,131596,45,67,336.5,356.9,-1.4,-8.7,28,20,6.978,
12,20180425153724,20180425160704,131625,56,81,347,370.5,-14.2,-16.2,32,24,8.421,
12,20180425202645,20180425233515,131683,58,87,348.9,374.7,-4.4,-8.4,29,23,9.857,
12,20180426141013,20180426150313,131856,22,80,321.1,369.9,-21,-29.9,34,24,18.285,
12,20180426195324,20180427011400,131968,35,86,331.4,374.7,-1,-8.3,31,27,16.783,
12,20180427121204,20180427143113,132048,56,78,347.1,367.5,-8.7,-8.4,29,24,7.302,
12,20180427191132,20180427200502,132132,47,56,338.2,347.6,-2.3,-9.1,30,27,2.781,
12,20180428112742,20180428134712,132213,56,78,347.4,368.4,-1.8,-8.4,27,21,7.311,
12,20180428203143,20180429015650,132324,31,83,331.3,374.7,-9,-8.4,30,25,17.002,
12,20180429114936,20180429141616,132395,62,85,349.2,370.4,-3.7,-8.4,29,24,7.68,
12,20180429220137,20180430025733,132506,41,88,335.1,374.7,-3.5,-8.3,29,26,15.497,
12,20180430153853,20180430174152,132553,70,90,358.8,374.8,-8.5,-8.6,27,25,6.481,
12,20180501211232,20180501215742,132570,85,92,367.3,374.8,-2.9,-8.4,21,20,2.344,
12,20180502130858,20180502151218,132668,48,68,339.1,358.3,-1.1,-8.6,28,20,6.488,
12,20180502194138,20180503001904,132731,45,89,337.1,374.8,-9,-8.2,28,23,14.546,
12,20180503114833,20180503120214,132823,50,66,345,362.7,-64.8,-64.8,26,21,5.244,
12,20180503121044,20180503144434,132825,66,90,354.5,374.8,-8.6,-8.2,28,24,8.09,
12,20180503200347,20180504005044,132945,43,89,335.5,374.7,-1.1,-8.2,27,22,15.023,
12,20180504113929,20180504130219,133041,50,64,340.7,354.1,-1.8,-9.1,26,20,4.37,
12,20180504190307,20180505001543,133132,37,88,331.6,373.6,-9.2,-8.4,30,25,16.347,
12,20180505123329,20180505150318,133204,57,80,348.2,369.8,-5.5,-8.4,28,24,7.844,
12,20180505212638,20180506003345,133264,58,88,349.6,374.7,-8.7,-8.3,26,22,9.767,
12,20180506121501,20180506134430,133282,78,91,362.2,374.9,-4.6,-8.5,28,22,4.68,
12,20180506213006,20180507025902,133416,34,87,330.2,374.7,-7.9,-8.4,28,23,17.201,
12,20180507110020,20180507130150,133458,70,89,358,374.8,-1.4,-8.6,28,23,6.397,
12,20180507191308,20180507215948,133521,61,87,352,374.8,-8.7,-8.3,31,26,8.713,
12,20180508124844,20180508154754,133636,45,74,337.3,363.9,-9,-8.7,30,22,9.356,
12,20180508204049,20180509015155,133724,36,86,332.3,374.7,-4.1,-8.3,29,23,16.289,
12,20180509132439,20180509154359,133819,51,74,342.9,363.3,-9.1,-8.5,30,23,7.296,
12,20180509214208,20180510034454,133930,30,89,326.4,374.7,-9.3,-8.5,28,23,19.061,
12,20180510110647,20180510113557,133959,79,83,363.8,368.7,-5.8,-8.5,25,23,1.511,
12,20180510115827,20180510130007,133961,83,92,366.8,374.9,-8.3,-8.4,27,23,3.204,
12,20180510203733,20180511013309,134082,41,88,334.8,374.8,-9.1,-8.3,30,26,15.488,
12,20180511124112,20180511132012,134215,32,38,331,337,-9.4,-9.3,25,23,2.032,
12,20180511132722,20180511143021,134218,37,84,337.1,374.5,-48.7,-16.1,31,23,15.263,
12,20180511211249,20180511214149,134386,22,26,320,325.3,-9.6,-9.7,27,24,1.513,
12,20180511215939,20180512043535,134390,24,89,321.5,374.7,-1.1,-8.2,27,23,20.753,
12,20180512134540,20180512144750,134514,37,47,331.9,341.9,-9.1,-9.3,28,24,3.251,
12,20180512160820,20180512164140,134547,32,71,329.1,368.1,-4.3,-64.9,34,26,12.607,
12,20180512212907,20180513040452,134669,20,85,321.1,374.5,-9.5,-8.2,27,20,20.742,
12,20180513122156,20180513142306,134753,52,72,342.5,361.7,-4.4,-8.4,30,23,6.381,
12,20180513205625,20180514041220,134889,10,82,318.5,374.8,-9.6,-8.3,31,26,22.828,
12,20180514124315,20180514135905,135023,32,45,328.9,340.7,-4.4,-9.3,32,28,3.951,
12,20180514142456,20180514150916,135026,44,82,339.2,371.5,-20,-16.1,37,29,12.565,
12,20180514203912,20180515013908,135132,42,90,334.9,374.8,-9.2,-8.3,34,29,15.718,
12,20180515104000,20180515130319,135184,66,88,354.3,374.8,-1.3,-8.2,31,28,7.541,
12,20180515205514,20180516032439,135337,26,89,322.8,374.8,-9.5,-8.6,31,28,20.464,
12,20180516125452,20180516151551,135442,44,67,337.2,357.7,-9,-8.7,32,27,7.343,
12,20180517002750,20180517063039,135533,26,84,326.9,374.8,-9.5,-8.5,29,25,19.069,
12,20180517115924,20180517142314,135648,38,61,332.2,353.8,-1.2,-8.8,26,22,7.542,
12,20180517160829,20180517162913,135687,46,70,339.3,365.8,-31.5,-63.9,29,24,7.785,
12,20180517203332,20180517230921,135703,61,86,352.8,374.1,-8.8,-8.3,28,25,8.15,
12,20180518205026,20180519025817,135961,30,89,325.8,374.7,-4.7,-8.5,32,26,19.329,
12,20180519115415,20180519153004,136055,49,84,340.6,370.5,-9,-8.6,32,26,11.358,
12,20180519173511,20180519181811,136058,86,92,369.2,374.8,-8.2,-8.3,31,28,2.21,
12,20180520223950,20180521014547,136138,56,85,350.2,374.8,-8.9,-8.4,23,19,9.705,
12,20180521202046,20180522032442,136394,11,80,319.8,374.5,-9.7,-8.3,24,20,22.339,
12,20180522121020,20180522150259,136493,44,72,336.4,362.7,-1.2,-8.7,29,22,9.003,
12,20180522205519,20180523033305,136608,23,88,320.8,374.7,-6.5,-8.2,28,21,20.846,
12,20180523215642,20180523222712,136742,87,92,370.9,374.8,-8.4,-8.4,29,26,1.592,
12,20180524113221,20180524133951,136788,69,89,357.1,374.9,-8.5,-8.6,31,24,6.714,
12,20180524193248,20180524221848,136850,60,86,352,374.7,-7.6,-8.3,35,29,8.676,
12,20180525125613,20180525145903,136930,55,75,346.5,364.7,-8.9,-8.4,33,26,6.471,
12,20180525224159,20180526005326,136949,67,88,356.9,374.8,-8.4,-8.6,31,27,6.915,
